Year,Month,DAY,TIME,STATE,YEAR,MONTH,EVENT_TYPE,SOURCE,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH
2014,10,13,1900-01-01 17:09:00,TENNESSEE,2014,October,Tornado,NWS Storm Survey,EF1,4.18,75.0
2014,4,27,1900-01-01 16:30:00,WASHINGTON,2014,April,Tornado,NWS Storm Survey,EF0,0.2,25.0
2014,9,10,1900-01-01 16:54:00,OHIO,2014,September,Tornado,NWS Storm Survey,EF0,0.76,50.0
2014,10,13,1900-01-01 05:58:00,MISSOURI,2014,October,Tornado,NWS Storm Survey,EF0,0.07,50.0
2014,10,3,1900-01-01 03:02:00,ALABAMA,2014,October,Tornado,NWS Storm Survey,EF0,0.48,75.0
2014,10,3,1900-01-01 02:12:00,ALABAMA,2014,October,Tornado,NWS Storm Survey,EF0,0.7,250.0
2014,10,13,1900-01-01 08:00:00,LOUISIANA,2014,October,Tornado,NWS Storm Survey,EF1,0.9,200.0
2014,8,20,1900-01-01 12:45:00,IDAHO,2014,August,Tornado,Social Media,EF0,0.1,5.0
2014,10,13,1900-01-01 05:25:00,MISSOURI,2014,October,Tornado,NWS Storm Survey,EF1,0.09,75.0
2014,10,13,1900-01-01 06:20:00,MISSOURI,2014,October,Tornado,NWS Storm Survey,EF0,0.43,100.0
2014,8,28,1900-01-01 17:30:00,KANSAS,2014,August,Tornado,Public,EF1,2.0,220.0
2014,9,2,1900-01-01 13:09:00,LOUISIANA,2014,September,Tornado,NWS Storm Survey,EF1,3.6,350.0
2014,6,27,1900-01-01 15:40:00,KANSAS,2014,June,Tornado,Law Enforcement,EF0,1.0,25.0
2014,6,27,1900-01-01 16:44:00,KANSAS,2014,June,Tornado,NWS Employee,EF0,2.0,25.0
2014,10,10,1900-01-01 19:35:00,TENNESSEE,2014,October,Tornado,NWS Storm Survey,EF1,1.97,100.0
2014,10,13,1900-01-01 10:11:00,LOUISIANA,2014,October,Tornado,NWS Storm Survey,EF1,0.7,225.0
2014,10,13,1900-01-01 03:52:00,TEXAS,2014,October,Tornado,NWS Storm Survey,EF1,5.8,275.0
2014,12,23,1900-01-01 14:20:00,MISSISSIPPI,2014,December,Tornado,NWS Storm Survey,EF3,12.51,880.0
2014,6,12,1900-01-01 21:30:00,MISSISSIPPI,2014,June,Tornado,NWS Storm Survey,EF1,1.29,200.0
2014,6,3,1900-01-01 21:30:00,KANSAS,2014,June,Tornado,NWS Storm Survey,EF3,6.33,500.0
2014,12,23,1900-01-01 15:22:00,MISSISSIPPI,2014,December,Tornado,NWS Storm Survey,EF2,5.89,350.0
2014,1,11,1900-01-01 07:37:00,GEORGIA,2014,January,Tornado,NWS Storm Survey,EF0,2.9,10.0
2014,2,20,1900-01-01 21:53:00,TENNESSEE,2014,February,Tornado,NWS Storm Survey,EF1,1.64,400.0
2014,2,20,1900-01-01 22:08:00,TENNESSEE,2014,February,Tornado,NWS Storm Survey,EF1,1.05,100.0
2014,2,21,1900-01-01 08:29:00,GEORGIA,2014,February,Tornado,NWS Storm Survey,EF0,2.22,300.0
2014,2,20,1900-01-01 20:51:00,ALABAMA,2014,February,Tornado,NWS Storm Survey,EF1,1.82,400.0
2014,12,23,1900-01-01 13:19:00,LOUISIANA,2014,December,Tornado,NWS Storm Survey,EF2,4.62,150.0
2014,12,23,1900-01-01 14:45:00,MISSISSIPPI,2014,December,Tornado,NWS Storm Survey,EF0,0.06,50.0
2014,12,23,1900-01-01 14:46:00,MISSISSIPPI,2014,December,Tornado,NWS Storm Survey,EF0,0.24,50.0
2014,12,23,1900-01-01 16:27:00,MISSISSIPPI,2014,December,Tornado,NWS Storm Survey,EF0,0.49,100.0
2014,12,15,1900-01-01 17:02:00,MISSISSIPPI,2014,December,Tornado,NWS Storm Survey,EF0,1.53,50.0
2014,12,15,1900-01-01 17:56:00,MISSISSIPPI,2014,December,Tornado,NWS Storm Survey,EF0,1.17,75.0
2014,12,24,1900-01-01 10:30:00,NORTH CAROLINA,2014,December,Tornado,NWS Storm Survey,EF1,0.2,25.0
2014,6,8,1900-01-01 09:55:00,COLORADO,2014,June,Tornado,Law Enforcement,EF1,0.25,100.0
2014,12,29,1900-01-01 11:26:00,GEORGIA,2014,December,Tornado,NWS Storm Survey,EF2,0.74,180.0
2014,12,23,1900-01-01 13:58:00,GEORGIA,2014,December,Tornado,Fire Department/Rescue,EF0,0.1,25.0
2014,11,17,1900-01-01 02:00:00,ALABAMA,2014,November,Tornado,NWS Storm Survey,EF1,10.33,150.0
2014,11,17,1900-01-01 03:59:00,ALABAMA,2014,November,Tornado,NWS Storm Survey,EF1,5.89,150.0
2014,11,23,1900-01-01 16:40:00,GEORGIA,2014,November,Tornado,NWS Storm Survey,EF1,20.02,70.0
2014,11,23,1900-01-01 16:40:00,GEORGIA,2014,November,Tornado,NWS Storm Survey,EF0,1.44,70.0
2014,11,23,1900-01-01 17:14:00,GEORGIA,2014,November,Tornado,NWS Storm Survey,EF0,2.7,50.0
2014,2,20,1900-01-01 22:23:00,TENNESSEE,2014,February,Tornado,NWS Storm Survey,EF1,1.98,400.0
2014,2,20,1900-01-01 20:52:00,ALABAMA,2014,February,Tornado,NWS Storm Survey,EF1,5.06,450.0
2014,6,8,1900-01-01 11:54:00,COLORADO,2014,June,Tornado,Trained Spotter,EF0,0.1,50.0
2014,11,17,1900-01-01 01:37:00,ALABAMA,2014,November,Tornado,NWS Storm Survey,EF1,11.57,150.0
2014,11,17,1900-01-01 04:25:00,ALABAMA,2014,November,Tornado,NWS Storm Survey,EF1,16.21,150.0
2014,6,8,1900-01-01 11:58:00,COLORADO,2014,June,Tornado,Amateur Radio,EF1,0.25,100.0
2014,2,21,1900-01-01 00:54:00,OHIO,2014,February,Tornado,NWS Storm Survey,EF0,0.13,80.0
2014,2,20,1900-01-01 22:53:00,OHIO,2014,February,Tornado,NWS Storm Survey,EF0,2.03,80.0
2014,6,8,1900-01-01 12:17:00,COLORADO,2014,June,Tornado,Storm Chaser,EF0,0.1,50.0
2014,6,8,1900-01-01 12:12:00,COLORADO,2014,June,Tornado,Storm Chaser,EF0,0.1,50.0
2014,2,20,1900-01-01 21:05:00,ALABAMA,2014,February,Tornado,NWS Storm Survey,EF1,2.73,500.0
2014,10,13,1900-01-01 12:24:00,ILLINOIS,2014,October,Tornado,NWS Storm Survey,EF1,1.38,100.0
2014,5,7,1900-01-01 15:22:00,COLORADO,2014,May,Tornado,Trained Spotter,EF0,5.46,100.0
2014,6,8,1900-01-01 12:43:00,COLORADO,2014,June,Tornado,Storm Chaser,EF0,0.1,50.0
2014,9,29,1900-01-01 12:29:00,COLORADO,2014,September,Tornado,Public,EF0,0.19,25.0
2014,5,7,1900-01-01 15:05:00,COLORADO,2014,May,Tornado,Trained Spotter,EF0,0.1,50.0
2014,5,7,1900-01-01 16:25:00,COLORADO,2014,May,Tornado,Storm Chaser,EF0,0.1,50.0
2014,5,7,1900-01-01 14:15:00,COLORADO,2014,May,Tornado,Trained Spotter,EF0,2.62,100.0
2014,6,8,1900-01-01 10:06:00,COLORADO,2014,June,Tornado,Trained Spotter,EF0,0.1,50.0
2014,10,14,1900-01-01 03:40:00,GEORGIA,2014,October,Tornado,NWS Storm Survey,EF1,1.42,200.0
2014,6,8,1900-01-01 12:43:00,COLORADO,2014,June,Tornado,Trained Spotter,EF0,0.1,50.0
2014,12,24,1900-01-01 17:16:00,OHIO,2014,December,Tornado,Emergency Manager,EF0,0.63,30.0
2014,10,14,1900-01-01 04:48:00,GEORGIA,2014,October,Tornado,NWS Storm Survey,EF0,0.42,100.0
2014,11,17,1900-01-01 02:51:00,FLORIDA,2014,November,Tornado,NWS Employee,EF0,0.01,50.0
2014,12,27,1900-01-01 13:12:00,TEXAS,2014,December,Tornado,911 Call Center,EF0,0.23,75.0
2014,6,22,1900-01-01 20:50:00,TEXAS,2014,June,Tornado,NWS Storm Survey,EF1,1.0,100.0
2014,11,16,1900-01-01 19:48:00,LOUISIANA,2014,November,Tornado,NWS Storm Survey,EF0,1.12,100.0
2014,11,16,1900-01-01 20:11:00,LOUISIANA,2014,November,Tornado,NWS Storm Survey,EF1,3.87,300.0
2014,11,23,1900-01-01 16:49:00,GEORGIA,2014,November,Tornado,NWS Storm Survey,EF1,4.44,100.0
2014,11,23,1900-01-01 16:55:00,GEORGIA,2014,November,Tornado,NWS Storm Survey,EF0,16.58,75.0
2014,11,23,1900-01-01 17:10:00,GEORGIA,2014,November,Tornado,NWS Storm Survey,EF1,3.7,50.0
2014,11,23,1900-01-01 17:12:00,GEORGIA,2014,November,Tornado,NWS Storm Survey,EF0,0.53,50.0
2014,11,17,1900-01-01 01:11:00,ALABAMA,2014,November,Tornado,NWS Storm Survey,EF1,3.53,300.0
2014,11,17,1900-01-01 04:17:00,FLORIDA,2014,November,Tornado,NWS Storm Survey,EF2,5.74,420.0
2014,11,23,1900-01-01 15:07:00,GEORGIA,2014,November,Tornado,NWS Storm Survey,EF1,13.49,75.0
2014,11,23,1900-01-01 15:27:00,GEORGIA,2014,November,Tornado,NWS Storm Survey,EF1,0.47,100.0
2014,11,17,1900-01-01 04:45:00,ALABAMA,2014,November,Tornado,NWS Storm Survey,EF1,19.67,500.0
2014,11,17,1900-01-01 06:24:00,ALABAMA,2014,November,Tornado,NWS Storm Survey,EF1,0.22,100.0
2014,11,17,1900-01-01 05:38:00,FLORIDA,2014,November,Tornado,NWS Storm Survey,EF1,7.14,420.0
2014,11,23,1900-01-01 15:37:00,GEORGIA,2014,November,Tornado,NWS Storm Survey,EF1,18.14,75.0
2014,11,23,1900-01-01 15:50:00,GEORGIA,2014,November,Tornado,NWS Storm Survey,EF1,0.54,70.0
2014,11,23,1900-01-01 15:52:00,GEORGIA,2014,November,Tornado,NWS Storm Survey,EF1,2.4,70.0
2014,11,23,1900-01-01 16:01:00,GEORGIA,2014,November,Tornado,NWS Storm Survey,EF0,3.16,50.0
2014,11,17,1900-01-01 05:11:00,ALABAMA,2014,November,Tornado,NWS Storm Survey,EF0,4.85,250.0
2014,11,23,1900-01-01 11:35:00,ALABAMA,2014,November,Tornado,NWS Storm Survey,EF0,2.05,150.0
2014,11,23,1900-01-01 14:03:00,ALABAMA,2014,November,Tornado,NWS Storm Survey,EF1,3.23,400.0
2014,11,17,1900-01-01 09:57:00,GEORGIA,2014,November,Tornado,NWS Storm Survey,EF1,0.05,100.0
2014,2,20,1900-01-01 20:45:00,ALABAMA,2014,February,Tornado,NWS Storm Survey,EF1,5.66,450.0
2014,12,14,1900-01-01 17:09:00,OKLAHOMA,2014,December,Tornado,Broadcast Media,EF0,0.17,50.0
2014,11,23,1900-01-01 16:20:00,GEORGIA,2014,November,Tornado,NWS Storm Survey,EF0,8.51,200.0
2014,11,23,1900-01-01 16:33:00,GEORGIA,2014,November,Tornado,NWS Storm Survey,EF0,2.47,80.0
2014,2,21,1900-01-01 00:28:00,ALABAMA,2014,February,Tornado,NWS Storm Survey,EF2,0.83,50.0
2014,6,8,1900-01-01 13:23:00,NEW MEXICO,2014,June,Tornado,NWS Storm Survey,EF1,1.75,160.0
2014,6,7,1900-01-01 13:35:00,MISSOURI,2014,June,Tornado,Fire Department/Rescue,EF0,0.05,20.0
2014,6,7,1900-01-01 15:14:00,MISSOURI,2014,June,Tornado,NWS Storm Survey,EF0,4.22,40.0
2014,12,24,1900-01-01 12:50:00,GEORGIA,2014,December,Tornado,NWS Storm Survey,EF1,5.69,100.0
2014,12,14,1900-01-01 17:38:00,KANSAS,2014,December,Tornado,Public,EF0,5.98,100.0
2014,6,7,1900-01-01 16:19:00,ILLINOIS,2014,June,Tornado,NWS Storm Survey,EF0,0.34,40.0
2014,4,28,1900-01-01 20:53:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF1,1.75,200.0
2014,4,28,1900-01-01 21:09:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF2,9.2,250.0
2014,12,27,1900-01-01 14:00:00,TEXAS,2014,December,Tornado,NWS Storm Survey,EF1,4.25,50.0
2014,12,27,1900-01-01 14:35:00,TEXAS,2014,December,Tornado,NWS Storm Survey,EF1,1.98,150.0
2014,6,7,1900-01-01 16:43:00,ILLINOIS,2014,June,Tornado,NWS Employee,EF0,0.3,30.0
2014,6,4,1900-01-01 04:25:00,ILLINOIS,2014,June,Tornado,NWS Storm Survey,EF0,1.44,30.0
2014,11,17,1900-01-01 05:57:00,FLORIDA,2014,November,Tornado,Emergency Manager,EF0,0.5,50.0
2014,9,1,1900-01-01 21:43:00,MISSOURI,2014,September,Tornado,NWS Storm Survey,EF1,6.4,60.0
2014,11,17,1900-01-01 05:24:00,FLORIDA,2014,November,Tornado,NWS Storm Survey,EF0,9.33,420.0
2014,12,15,1900-01-01 23:18:00,MISSISSIPPI,2014,December,Tornado,NWS Storm Survey,EF0,1.33,150.0
2014,10,13,1900-01-01 12:43:00,ILLINOIS,2014,October,Tornado,NWS Storm Survey,EF1,0.25,50.0
2014,10,13,1900-01-01 11:59:00,ILLINOIS,2014,October,Tornado,NWS Storm Survey,EF0,0.29,50.0
2014,10,13,1900-01-01 15:10:00,ILLINOIS,2014,October,Tornado,NWS Storm Survey,EF1,1.05,75.0
2014,4,13,1900-01-01 14:46:00,TEXAS,2014,April,Tornado,NWS Storm Survey,EF0,0.28,25.0
2014,3,29,1900-01-01 19:57:00,NORTH CAROLINA,2014,March,Tornado,NWS Storm Survey,EF0,0.18,145.0
2014,3,29,1900-01-01 20:08:00,NORTH CAROLINA,2014,March,Tornado,NWS Storm Survey,EF0,0.12,75.0
2014,3,6,1900-01-01 14:30:00,FLORIDA,2014,March,Tornado,County Official,EF0,0.25,50.0
2014,3,27,1900-01-01 15:03:00,MISSOURI,2014,March,Tornado,NWS Storm Survey,EF1,9.25,200.0
2014,3,27,1900-01-01 15:22:00,MISSOURI,2014,March,Tornado,NWS Storm Survey,EF2,2.98,100.0
2014,3,27,1900-01-01 15:55:00,MISSOURI,2014,March,Tornado,NWS Storm Survey,EF0,12.84,500.0
2014,12,12,1900-01-01 09:20:00,CALIFORNIA,2014,December,Tornado,Broadcast Media,EF0,0.73,10.0
2014,5,18,1900-01-01 18:20:00,NEBRASKA,2014,May,Tornado,Law Enforcement,EF0,6.18,30.0
2014,5,14,1900-01-01 16:44:00,OHIO,2014,May,Tornado,NWS Storm Survey,EF3,8.93,400.0
2014,5,15,1900-01-01 17:10:00,NORTH CAROLINA,2014,May,Tornado,NWS Storm Survey,EF1,0.76,150.0
2014,4,27,1900-01-01 16:48:00,KANSAS,2014,April,Tornado,NWS Storm Survey,EF2,8.5,400.0
2014,2,21,1900-01-01 12:12:00,VIRGINIA,2014,February,Tornado,NWS Storm Survey,EF0,0.84,25.0
2014,4,27,1900-01-01 11:51:00,MISSOURI,2014,April,Tornado,Broadcast Media,EF0,2.38,50.0
2014,5,18,1900-01-01 17:35:00,NEBRASKA,2014,May,Tornado,Trained Spotter,EF0,2.07,30.0
2014,4,4,1900-01-01 06:23:00,LOUISIANA,2014,April,Tornado,NWS Storm Survey,EF1,1.84,100.0
2014,4,4,1900-01-01 07:11:00,LOUISIANA,2014,April,Tornado,NWS Storm Survey,EF0,0.81,50.0
2014,5,10,1900-01-01 16:15:00,MISSOURI,2014,May,Tornado,NWS Storm Survey,EF2,1.21,500.0
2014,2,21,1900-01-01 13:26:00,NORTH CAROLINA,2014,February,Tornado,NWS Storm Survey,EF1,0.83,175.0
2014,4,20,1900-01-01 16:10:00,KANSAS,2014,April,Tornado,Law Enforcement,EF0,0.1,10.0
2014,2,20,1900-01-01 20:33:00,LOUISIANA,2014,February,Tornado,NWS Storm Survey,EF1,2.65,75.0
2014,5,15,1900-01-01 08:15:00,FLORIDA,2014,May,Tornado,NWS Storm Survey,EF1,0.4,50.0
2014,3,6,1900-01-01 12:00:00,FLORIDA,2014,March,Tornado,Social Media,EF0,0.05,10.0
2014,3,6,1900-01-01 12:38:00,FLORIDA,2014,March,Tornado,Broadcast Media,EF0,1.38,15.0
2014,6,19,1900-01-01 12:30:00,IOWA,2014,June,Tornado,Broadcast Media,EF0,0.15,50.0
2014,4,28,1900-01-01 12:57:00,MISSISSIPPI,2014,April,Tornado,Storm Chaser,EF0,0.24,50.0
2014,6,9,1900-01-01 21:17:00,SOUTH CAROLINA,2014,June,Tornado,NWS Storm Survey,EF0,1.87,75.0
2014,4,28,1900-01-01 17:19:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF1,1.95,100.0
2014,4,28,1900-01-01 16:26:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF1,2.04,100.0
2014,7,6,1900-01-01 23:34:00,MICHIGAN,2014,July,Tornado,NWS Storm Survey,EF0,0.75,150.0
2014,7,7,1900-01-01 00:00:00,MICHIGAN,2014,July,Tornado,NWS Storm Survey,EF0,1.6,80.0
2014,5,22,1900-01-01 14:33:00,NEW YORK,2014,May,Tornado,NWS Storm Survey,EF3,6.28,440.0
2014,6,24,1900-01-01 12:15:00,INDIANA,2014,June,Tornado,NWS Storm Survey,EF0,0.5,75.0
2014,6,5,1900-01-01 13:14:00,SOUTH DAKOTA,2014,June,Tornado,Public,EF0,0.17,50.0
2014,6,1,1900-01-01 17:21:00,NORTH DAKOTA,2014,June,Tornado,Public,EF0,0.1,25.0
2014,6,11,1900-01-01 12:14:00,NORTH DAKOTA,2014,June,Tornado,Public,EF0,0.4,30.0
2014,6,21,1900-01-01 19:35:00,MINNESOTA,2014,June,Tornado,NWS Storm Survey,EF1,2.0,300.0
2014,6,20,1900-01-01 16:10:00,MINNESOTA,2014,June,Tornado,Public,EF0,0.3,20.0
2014,4,28,1900-01-01 18:36:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF3,4.27,150.0
2014,6,5,1900-01-01 14:40:00,SOUTH DAKOTA,2014,June,Tornado,Trained Spotter,EF0,0.4,50.0
2014,5,22,1900-01-01 14:54:00,NEW YORK,2014,May,Tornado,NWS Storm Survey,EF1,0.51,440.0
2014,6,6,1900-01-01 17:47:00,KANSAS,2014,June,Tornado,Law Enforcement,EF0,0.51,25.0
2014,6,6,1900-01-01 17:58:00,KANSAS,2014,June,Tornado,Trained Spotter,EF0,0.6,25.0
2014,6,6,1900-01-01 17:59:00,KANSAS,2014,June,Tornado,County Official,EF0,0.34,25.0
2014,6,24,1900-01-01 13:38:00,INDIANA,2014,June,Tornado,NWS Storm Survey,EF1,1.28,75.0
2014,6,24,1900-01-01 12:30:00,INDIANA,2014,June,Tornado,NWS Storm Survey,EF1,0.25,75.0
2014,6,27,1900-01-01 12:46:00,LOUISIANA,2014,June,Tornado,NWS Storm Survey,EF0,4.62,300.0
2014,5,10,1900-01-01 10:47:00,IDAHO,2014,May,Tornado,Trained Spotter,EF0,0.02,15.0
2014,5,21,1900-01-01 17:40:00,IDAHO,2014,May,Tornado,Official NWS Observations,EF0,3.0,20.0
2014,4,28,1900-01-01 18:14:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF1,0.15,300.0
2014,6,5,1900-01-01 16:05:00,MINNESOTA,2014,June,Tornado,Public,EF0,0.25,50.0
2014,6,5,1900-01-01 17:49:00,MINNESOTA,2014,June,Tornado,Storm Chaser,EF0,0.28,50.0
2014,6,11,1900-01-01 17:15:00,MINNESOTA,2014,June,Tornado,NWS Storm Survey,EF1,1.0,10.0
2014,7,28,1900-01-01 14:49:00,MAINE,2014,July,Tornado,NWS Storm Survey,EF1,1.71,80.0
2014,6,13,1900-01-01 15:45:00,MONTANA,2014,June,Tornado,Public,EF0,0.25,10.0
2014,5,26,1900-01-01 17:26:00,TEXAS,2014,May,Tornado,Storm Chaser,EF0,0.67,200.0
2014,5,26,1900-01-01 17:42:00,TEXAS,2014,May,Tornado,Storm Chaser,EF0,0.79,300.0
2014,5,26,1900-01-01 14:38:00,TEXAS,2014,May,Tornado,Trained Spotter,EF0,0.6,200.0
2014,4,28,1900-01-01 18:54:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF1,9.57,150.0
2014,4,28,1900-01-01 19:12:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF2,5.59,400.0
2014,6,18,1900-01-01 06:27:00,WISCONSIN,2014,June,Tornado,Public,EF0,0.16,30.0
2014,5,12,1900-01-01 18:45:00,OHIO,2014,May,Tornado,NWS Storm Survey,EF0,1.08,100.0
2014,6,17,1900-01-01 21:03:00,NEW YORK,2014,June,Tornado,NWS Storm Survey,EF1,11.0,250.0
2014,6,17,1900-01-01 21:44:00,SOUTH DAKOTA,2014,June,Tornado,NWS Storm Survey,EF2,3.37,400.0
2014,6,17,1900-01-01 22:27:00,IOWA,2014,June,Tornado,Trained Spotter,EF0,0.3,50.0
2014,6,17,1900-01-01 21:45:00,NEBRASKA,2014,June,Tornado,NWS Storm Survey,EF1,2.5,100.0
2014,5,12,1900-01-01 19:15:00,OHIO,2014,May,Tornado,NWS Storm Survey,EF0,0.21,40.0
2014,6,15,1900-01-01 03:17:00,MISSOURI,2014,June,Tornado,Trained Spotter,EF0,2.9,25.0
2014,6,8,1900-01-01 18:05:00,NEW MEXICO,2014,June,Tornado,Public,EF0,0.22,200.0
2014,4,28,1900-01-01 13:51:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF1,3.41,100.0
2014,6,21,1900-01-01 16:43:00,KANSAS,2014,June,Tornado,Public,EF0,0.49,25.0
2014,6,28,1900-01-01 13:25:00,TEXAS,2014,June,Tornado,NWS Storm Survey,EF0,0.73,10.0
2014,6,18,1900-01-01 19:49:00,PENNSYLVANIA,2014,June,Tornado,NWS Storm Survey,EF0,4.57,150.0
2014,5,11,1900-01-01 19:50:00,IOWA,2014,May,Tornado,NWS Storm Survey,EF0,0.86,50.0
2014,5,11,1900-01-01 19:59:00,IOWA,2014,May,Tornado,Emergency Manager,EF0,0.49,50.0
2014,5,11,1900-01-01 18:32:00,SOUTH DAKOTA,2014,May,Tornado,NWS Storm Survey,EF0,2.4,50.0
2014,8,21,1900-01-01 15:27:00,PENNSYLVANIA,2014,August,Tornado,NWS Storm Survey,EF0,5.36,50.0
2014,7,16,1900-01-01 19:23:00,TEXAS,2014,July,Tornado,Trained Spotter,EF0,3.07,100.0
2014,4,28,1900-01-01 16:39:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF1,0.64,100.0
2014,4,28,1900-01-01 17:38:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF2,8.06,300.0
2014,7,13,1900-01-01 18:37:00,WEST VIRGINIA,2014,July,Tornado,NWS Storm Survey,EF0,0.07,50.0
2014,6,25,1900-01-01 15:14:00,TEXAS,2014,June,Tornado,NWS Storm Survey,EF0,0.37,50.0
2014,6,5,1900-01-01 18:21:00,GEORGIA,2014,June,Tornado,NWS Storm Survey,EF0,0.77,50.0
2014,5,10,1900-01-01 19:16:00,KANSAS,2014,May,Tornado,Trained Spotter,EF0,0.08,75.0
2014,4,28,1900-01-01 16:53:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF2,10.31,300.0
2014,5,23,1900-01-01 18:05:00,NEW MEXICO,2014,May,Tornado,Trained Spotter,EF0,3.65,200.0
2014,7,21,1900-01-01 19:29:00,NORTH DAKOTA,2014,July,Tornado,NWS Storm Survey,EF1,8.0,300.0
2014,6,23,1900-01-01 18:59:00,OKLAHOMA,2014,June,Tornado,Emergency Manager,EF0,0.5,50.0
2014,4,28,1900-01-01 20:40:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF3,8.71,880.0
2014,4,28,1900-01-01 18:08:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF1,5.05,100.0
2014,4,28,1900-01-01 17:00:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF1,3.82,200.0
2014,4,28,1900-01-01 19:39:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF1,11.56,100.0
2014,4,28,1900-01-01 17:13:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF0,0.8,75.0
2014,6,18,1900-01-01 21:24:00,MINNESOTA,2014,June,Tornado,Trained Spotter,EF0,0.25,50.0
2014,7,27,1900-01-01 16:05:00,MAINE,2014,July,Tornado,Public,EF0,0.63,10.0
2014,4,28,1900-01-01 17:08:00,MISSISSIPPI,2014,April,Tornado,NWS Storm Survey,EF1,6.35,250.0
